seed,tau,Group,rs,rm
37,0.30000000,High-Risk,0.99209486,0.98418972
37,0.30000000,Low-Risk,0.82432432,0.83783784
37,0.40000000,Overall,0.82861401,0.84351714
37,0.40000000,High-Risk,0.94466403,0.95256917
37,0.40000000,Low-Risk,0.68918919,0.70270270
37,0.50000000,Overall,0.72727273,0.74515648
37,0.50000000,High-Risk,0.89723320,0.90118577
37,0.50000000,Low-Risk,0.50675676,0.52702703
37,0.60000000,Overall,0.62891207,0.61400894
37,0.60000000,High-Risk,0.83794466,0.81818182
37,0.60000000,Low-Risk,0.35135135,0.34459459
37,0.70000000,Overall,0.48733234,0.48286140
37,0.70000000,High-Risk,0.68379447,0.70750988
37,0.70000000,Low-Risk,0.20270270,0.16891892
38,0.30000000,Overall,0.91803279,0.91654247
38,0.30000000,High-Risk,0.98591549,0.97887324
38,0.30000000,Low-Risk,0.80555556,0.79861111
38,0.40000000,Overall,0.84649776,0.84351714
38,0.40000000,High-Risk,0.94718310,0.95070423
38,0.40000000,Low-Risk,0.68055556,0.71527778
38,0.50000000,Overall,0.74664680,0.74217586
38,0.50000000,High-Risk,0.90845070,0.90140845
38,0.50000000,Low-Risk,0.52777778,0.54166667
38,0.60000000,Overall,0.60804769,0.59463487
38,0.60000000,High-Risk,0.81338028,0.78873239
38,0.60000000,Low-Risk,0.33333333,0.34722222
38,0.70000000,Overall,0.45156483,0.42026826
38,0.70000000,High-Risk,0.64436620,0.62676056
38,0.70000000,Low-Risk,0.23611111,0.21527778
39,0.30000000,Overall,0.94038748,0.94187779
39,0.30000000,High-Risk,0.98449612,0.98449612
39,0.30000000,Low-Risk,0.86666667,0.87407407
39,0.40000000,Overall,0.87630402,0.87779434
39,0.40000000,High-Risk,0.95736434,0.95736434
39,0.40000000,Low-Risk,0.76296296,0.76296296
39,0.50000000,Overall,0.76453055,0.76900149
39,0.50000000,High-Risk,0.88372093,0.88372093
39,0.50000000,Low-Risk,0.56296296,0.58518519
39,0.60000000,Overall,0.66169896,0.64530551
39,0.60000000,High-Risk,0.77906977,0.76356589
39,0.60000000,Low-Risk,0.44444444,0.43703704
39,0.70000000,Overall,0.48882265,0.49478390
39,0.70000000,High-Risk,0.60077519,0.62015504
39,0.70000000,Low-Risk,0.26666667,0.27407407
40,0.30000000,Overall,0.90909091,0.91058122
40,0.30000000,High-Risk,0.94615385,0.95000000
40,0.30000000,Low-Risk,0.85810811,0.85810811
40,0.40000000,Overall,0.83457526,0.83457526
40,0.40000000,High-Risk,0.91923077,0.92692308
40,0.40000000,Low-Risk,0.75675676,0.76351351
40,0.50000000,Overall,0.74068554,0.74217586
40,0.50000000,High-Risk,0.88846154,0.87307692
40,0.50000000,Low-Risk,0.54729730,0.58108108
40,0.60000000,Overall,0.62742176,0.64083458
40,0.60000000,High-Risk,0.79615385,0.80384615
40,0.60000000,Low-Risk,0.39189189,0.43918919
40,0.70000000,Overall,0.47988077,0.47391952
40,0.70000000,High-Risk,0.63846154,0.61923077
40,0.70000000,Low-Risk,0.25000000,0.27027027
41,0.30000000,Overall,0.90163934,0.89567809
41,0.30000000,High-Risk,0.97619048,0.96938776
41,0.30000000,Low-Risk,0.77702703,0.76351351
41,0.40000000,Overall,0.81967213,0.84202683
41,0.40000000,High-Risk,0.94217687,0.95578231
41,0.40000000,Low-Risk,0.63513514,0.69594595
41,0.50000000,Overall,0.72727273,0.73323398
41,0.50000000,High-Risk,0.89455782,0.90136054
41,0.50000000,Low-Risk,0.48648649,0.50675676
41,0.60000000,Overall,0.64381520,0.64381520
41,0.60000000,High-Risk,0.85034014,0.85374150
41,0.60000000,Low-Risk,0.35810811,0.37162162
41,0.70000000,Overall,0.51713860,0.51713860
41,0.70000000,High-Risk,0.72108844,0.71768707
41,0.70000000,Low-Risk,0.20945946,0.20945946
42,0.30000000,Overall,0.89567809,0.90312966
42,0.30000000,High-Risk,0.98353909,0.98353909
42,0.30000000,Low-Risk,0.76190476,0.77976190
42,0.40000000,Overall,0.82116244,0.82563338
42,0.40000000,High-Risk,0.91769547,0.93004115
42,0.40000000,Low-Risk,0.66666667,0.66071429
42,0.50000000,Overall,0.70640835,0.70491803
42,0.50000000,High-Risk,0.85596708,0.84362140
42,0.50000000,Low-Risk,0.48809524,0.50595238
42,0.60000000,Overall,0.58420268,0.57824143
42,0.60000000,High-Risk,0.77366255,0.75308642
42,0.60000000,Low-Risk,0.29166667,0.30357143
42,0.70000000,Overall,0.43666170,0.42921013
42,0.70000000,High-Risk,0.59670782,0.58847737
42,0.70000000,Low-Risk,0.15476190,0.14880952
43,0.30000000,Overall,0.92101341,0.90909091
43,0.30000000,High-Risk,0.98739496,0.97899160
43,0.30000000,Low-Risk,0.86451613,0.84516129
43,0.40000000,Overall,0.83606557,0.85096870
43,0.40000000,High-Risk,0.95378151,0.96218487
43,0.40000000,Low-Risk,0.74193548,0.77419355
43,0.50000000,Overall,0.76005961,0.74813711
43,0.50000000,High-Risk,0.91596639,0.90756303
43,0.50000000,Low-Risk,0.60000000,0.59354839
43,0.60000000,Overall,0.62444113,0.62742176
43,0.60000000,High-Risk,0.81932773,0.81092437
43,0.60000000,Low-Risk,0.38064516,0.39354839
43,0.70000000,Overall,0.48286140,0.47988077
43,0.70000000,High-Risk,0.70588235,0.68067227
43,0.70000000,Low-Risk,0.21290323,0.22580645
44,0.30000000,Overall,0.92846498,0.92250373
44,0.30000000,High-Risk,0.97276265,0.97276265
44,0.30000000,Low-Risk,0.84057971,0.82608696
44,0.40000000,Overall,0.85543964,0.86885246
44,0.40000000,High-Risk,0.93385214,0.94941634
44,0.40000000,Low-Risk,0.73913043,0.76811594
44,0.50000000,Overall,0.77794337,0.77198212
44,0.50000000,High-Risk,0.88326848,0.87548638
44,0.50000000,Low-Risk,0.63043478,0.63043478
44,0.60000000,Overall,0.65424739,0.65126677
44,0.60000000,High-Risk,0.78210117,0.79377432
44,0.60000000,Low-Risk,0.44202899,0.42028986
44,0.70000000,Overall,0.49925484,0.48882265
44,0.70000000,High-Risk,0.62645914,0.63035019
44,0.70000000,Low-Risk,0.23913043,0.25362319
45,0.30000000,Overall,0.89120715,0.89716841
45,0.30000000,High-Risk,0.96414343,0.97211155
45,0.30000000,Low-Risk,0.78846154,0.78846154
45,0.40000000,Overall,0.81222057,0.81520119
45,0.40000000,High-Risk,0.93625498,0.93227092
45,0.40000000,Low-Risk,0.64743590,0.67948718
45,0.50000000,Overall,0.72876304,0.71982116
45,0.50000000,High-Risk,0.88047809,0.88844622
45,0.50000000,Low-Risk,0.52564103,0.51923077
45,0.60000000,Overall,0.59612519,0.61549925
45,0.60000000,High-Risk,0.76892430,0.78486056
45,0.60000000,Low-Risk,0.35256410,0.38461538
45,0.70000000,Overall,0.45603577,0.46199702
45,0.70000000,High-Risk,0.59362550,0.59760956
45,0.70000000,Low-Risk,0.23717949,0.25641026
46,0.30000000,Overall,0.92697466,0.92697466
46,0.30000000,High-Risk,0.97600000,0.97600000
46,0.30000000,Low-Risk,0.84905660,0.86163522
46,0.40000000,Overall,0.84649776,0.84500745
46,0.40000000,High-Risk,0.94000000,0.92400000
46,0.40000000,Low-Risk,0.71069182,0.71069182
46,0.50000000,Overall,0.73770492,0.74366617
46,0.50000000,High-Risk,0.86400000,0.87200000
46,0.50000000,Low-Risk,0.54088050,0.55974843
46,0.60000000,Overall,0.61698957,0.62295082
46,0.60000000,High-Risk,0.75200000,0.75600000
46,0.60000000,Low-Risk,0.38993711,0.38993711
46,0.70000000,Overall,0.46050671,0.46199702
46,0.70000000,High-Risk,0.56800000,0.57600000
46,0.70000000,Low-Risk,0.23899371,0.22012579
47,0.30000000,Overall,0.91803279,0.91356185
47,0.30000000,High-Risk,0.97163121,0.97872340
47,0.30000000,Low-Risk,0.82051282,0.80128205
47,0.40000000,Overall,0.82712370,0.83308495
47,0.40000000,High-Risk,0.93617021,0.92553191
47,0.40000000,Low-Risk,0.71794872,0.73717949
47,0.50000000,Overall,0.72876304,0.72876304
47,0.50000000,High-Risk,0.89361702,0.89361702
47,0.50000000,Low-Risk,0.52564103,0.53846154
47,0.60000000,Overall,0.61549925,0.62444113
47,0.60000000,High-Risk,0.80851064,0.82624113
47,0.60000000,Low-Risk,0.38461538,0.39743590
47,0.70000000,Overall,0.46646796,0.48286140
47,0.70000000,High-Risk,0.68794326,0.69148936
47,0.70000000,Low-Risk,0.21794872,0.23717949
48,0.30000000,Overall,0.89418778,0.88822653
48,0.30000000,High-Risk,0.95532646,0.95532646
48,0.30000000,Low-Risk,0.81045752,0.82352941
48,0.40000000,Overall,0.81222057,0.81967213
48,0.40000000,High-Risk,0.91065292,0.91408935
48,0.40000000,Low-Risk,0.71241830,0.70588235
48,0.50000000,Overall,0.71087928,0.70491803
48,0.50000000,High-Risk,0.86254296,0.85910653
48,0.50000000,Low-Risk,0.51633987,0.50980392
48,0.60000000,Overall,0.58271237,0.57973174
48,0.60000000,High-Risk,0.77663230,0.76975945
48,0.60000000,Low-Risk,0.35947712,0.35294118
48,0.70000000,Overall,0.42324888,0.41877794
48,0.70000000,High-Risk,0.63573883,0.62542955
48,0.70000000,Low-Risk,0.18954248,0.17647059
49,0.30000000,Overall,0.91356185,0.91505216
49,0.30000000,High-Risk,0.97692308,0.98461538
49,0.30000000,Low-Risk,0.79084967,0.78431373
49,0.40000000,Overall,0.84798808,0.84500745
49,0.40000000,High-Risk,0.94615385,0.94615385
49,0.40000000,Low-Risk,0.66666667,0.66013072
49,0.50000000,Overall,0.76453055,0.76751118
49,0.50000000,High-Risk,0.88076923,0.88846154
49,0.50000000,Low-Risk,0.55555556,0.55555556
49,0.60000000,Overall,0.60953800,0.62593145
49,0.60000000,High-Risk,0.76153846,0.76153846
49,0.60000000,Low-Risk,0.35294118,0.41176471
49,0.70000000,Overall,0.48733234,0.47839046
49,0.70000000,High-Risk,0.62692308,0.59230769
49,0.70000000,Low-Risk,0.24183007,0.26797386
50,0.30000000,Overall,0.92399404,0.92548435
50,0.30000000,High-Risk,0.96981132,0.96981132
50,0.30000000,Low-Risk,0.83561644,0.83561644
50,0.40000000,Overall,0.86140089,0.86289121
50,0.40000000,High-Risk,0.92075472,0.92830189
50,0.40000000,Low-Risk,0.71917808,0.71232877
50,0.50000000,Overall,0.77198212,0.76154993
50,0.50000000,High-Risk,0.87169811,0.86037736
50,0.50000000,Low-Risk,0.58904110,0.57534247
50,0.60000000,Overall,0.65126677,0.65424739
50,0.60000000,High-Risk,0.79245283,0.77735849
50,0.60000000,Low-Risk,0.37671233,0.41095890
50,0.70000000,Overall,0.49478390,0.49329359
50,0.70000000,High-Risk,0.61509434,0.61509434
50,0.70000000,Low-Risk,0.24657534,0.25342466
