seed,tau,Group,rs,rm
32,0.6,Low-Risk,0.38064516129032255,0.3870967741935484
32,0.7,Overall,0.46646795827123694,0.39940387481371087
32,0.7,High-Risk,0.603112840466926,0.5330739299610895
32,0.7,Low-Risk,0.22580645161290322,0.17419354838709677
33,0.3,Overall,0.9165424739195231,0.9239940387481371
33,0.3,High-Risk,0.9717741935483871,0.9798387096774194
33,0.3,Low-Risk,0.8243243243243243,0.8445945945945946
33,0.4,Overall,0.842026825633383,0.8539493293591655
33,0.4,High-Risk,0.9314516129032258,0.9395161290322581
33,0.4,Low-Risk,0.6824324324324325,0.7094594594594594
33,0.5,Overall,0.7317436661698957,0.7272727272727273
33,0.5,High-Risk,0.8629032258064516,0.875
33,0.5,Low-Risk,0.5067567567567568,0.47297297297297297
33,0.6,Overall,0.6125186289120715,0.5901639344262295
33,0.6,High-Risk,0.7862903225806451,0.7782258064516129
33,0.6,Low-Risk,0.35135135135135137,0.3108108108108108
33,0.7,Overall,0.47690014903129657,0.4143070044709389
33,0.7,High-Risk,0.6532258064516129,0.5766129032258065
33,0.7,Low-Risk,0.20945945945945946,0.18243243243243243
34,0.3,Overall,0.9031296572280179,0.9329359165424739
34,0.3,High-Risk,0.9723320158102767,0.9802371541501976
34,0.3,Low-Risk,0.815068493150685,0.8698630136986302
34,0.4,Overall,0.8405365126676602,0.8479880774962743
34,0.4,High-Risk,0.9446640316205533,0.9367588932806324
34,0.4,Low-Risk,0.678082191780822,0.7054794520547946
34,0.5,Overall,0.7272727272727273,0.7451564828614009
34,0.5,High-Risk,0.8853754940711462,0.8735177865612648
34,0.5,Low-Risk,0.5136986301369864,0.541095890410959
34,0.6,Overall,0.61698956780924,0.6005961251862891
34,0.6,High-Risk,0.8063241106719368,0.7905138339920948
34,0.6,Low-Risk,0.3698630136986301,0.3767123287671233
34,0.7,Overall,0.4843517138599106,0.39046199701937406
34,0.7,High-Risk,0.6640316205533597,0.549407114624506
34,0.7,Low-Risk,0.2191780821917808,0.17123287671232876
35,0.3,Overall,0.9180327868852459,0.9299552906110283
35,0.3,High-Risk,0.9693486590038314,0.9846743295019157
35,0.3,Low-Risk,0.8666666666666667,0.88
35,0.4,Overall,0.8360655737704918,0.8479880774962743
35,0.4,High-Risk,0.9348659003831418,0.9501915708812261
35,0.4,Low-Risk,0.72,0.7466666666666667
35,0.5,Overall,0.7451564828614009,0.7377049180327869
35,0.5,High-Risk,0.896551724137931,0.8888888888888888
35,0.5,Low-Risk,0.5866666666666667,0.58
35,0.6,Overall,0.6184798807749627,0.5827123695976155
35,0.6,High-Risk,0.7816091954022989,0.7586206896551724
35,0.6,Low-Risk,0.4066666666666667,0.36666666666666664
35,0.7,Overall,0.47690014903129657,0.4217585692995529
35,0.7,High-Risk,0.6283524904214559,0.5593869731800766
35,0.7,Low-Risk,0.24666666666666667,0.24666666666666667
36,0.3,Overall,0.9329359165424739,0.9523099850968704
36,0.3,High-Risk,0.9801587301587301,0.9841269841269841
36,0.3,Low-Risk,0.8666666666666667,0.92
36,0.4,Overall,0.856929955290611,0.8628912071535022
36,0.4,High-Risk,0.9246031746031746,0.9365079365079365
36,0.4,Low-Risk,0.7333333333333333,0.7466666666666667
36,0.5,Overall,0.7421758569299552,0.7481371087928465
36,0.5,High-Risk,0.8571428571428571,0.873015873015873
36,0.5,Low-Risk,0.5866666666666667,0.58
36,0.6,Overall,0.6080476900149031,0.5946348733233979
36,0.6,High-Risk,0.746031746031746,0.7420634920634921
36,0.6,Low-Risk,0.4,0.3933333333333333
36,0.7,Overall,0.481371087928465,0.4038748137108793
36,0.7,High-Risk,0.6111111111111112,0.5436507936507936
36,0.7,Low-Risk,0.25333333333333335,0.2
37,0.3,Overall,0.9210134128166915,0.9284649776453056
37,0.3,High-Risk,0.9920948616600791,0.9841897233201581
37,0.3,Low-Risk,0.8243243243243243,0.8581081081081081
37,0.4,Overall,0.8286140089418778,0.849478390461997
37,0.4,High-Risk,0.9446640316205533,0.9565217391304348
37,0.4,Low-Risk,0.6891891891891891,0.7162162162162162
37,0.5,Overall,0.7272727272727273,0.7332339791356185
37,0.5,High-Risk,0.8972332015810277,0.8972332015810277
37,0.5,Low-Risk,0.5067567567567568,0.527027027027027
37,0.6,Overall,0.6289120715350224,0.5842026825633383
37,0.6,High-Risk,0.8379446640316206,0.7786561264822134
37,0.6,Low-Risk,0.35135135135135137,0.33783783783783783
37,0.7,Overall,0.4873323397913562,0.4232488822652757
37,0.7,High-Risk,0.6837944664031621,0.6007905138339921
37,0.7,Low-Risk,0.20270270270270271,0.16216216216216217
38,0.3,Overall,0.9180327868852459,0.9359165424739195
38,0.3,High-Risk,0.9859154929577465,0.9859154929577465
38,0.3,Low-Risk,0.8055555555555556,0.8611111111111112
38,0.4,Overall,0.8464977645305514,0.8479880774962743
38,0.4,High-Risk,0.9471830985915493,0.9471830985915493
38,0.4,Low-Risk,0.6805555555555556,0.7152777777777778
38,0.5,Overall,0.7466467958271237,0.7242921013412816
38,0.5,High-Risk,0.9084507042253521,0.9049295774647887
38,0.5,Low-Risk,0.5277777777777778,0.4930555555555556
38,0.6,Overall,0.6080476900149031,0.5514157973174366
38,0.6,High-Risk,0.8133802816901409,0.75
38,0.6,Low-Risk,0.3333333333333333,0.3125
38,0.7,Overall,0.45156482861400893,0.3859910581222057
38,0.7,High-Risk,0.6443661971830986,0.5809859154929577
38,0.7,Low-Risk,0.2361111111111111,0.1736111111111111
39,0.3,Overall,0.940387481371088,0.9538002980625931
39,0.3,High-Risk,0.9844961240310077,1.0
39,0.3,Low-Risk,0.8666666666666667,0.8962962962962963
39,0.4,Overall,0.8763040238450075,0.8897168405365127
39,0.4,High-Risk,0.9573643410852714,0.9612403100775194
39,0.4,Low-Risk,0.762962962962963,0.7555555555555555
39,0.5,Overall,0.7645305514157973,0.7719821162444114
39,0.5,High-Risk,0.8837209302325582,0.8837209302325582
39,0.5,Low-Risk,0.562962962962963,0.5925925925925926
39,0.6,Overall,0.6616989567809239,0.6184798807749627
39,0.6,High-Risk,0.7790697674418605,0.7674418604651163
39,0.6,Low-Risk,0.4444444444444444,0.3851851851851852
39,0.7,Overall,0.488822652757079,0.44709388971684055
39,0.7,High-Risk,0.6007751937984496,0.5775193798449613
39,0.7,Low-Risk,0.26666666666666666,0.2222222222222222
40,0.3,Overall,0.9090909090909091,0.9254843517138599
40,0.3,High-Risk,0.9461538461538461,0.9730769230769231
40,0.3,Low-Risk,0.8581081081081081,0.8648648648648649
40,0.4,Overall,0.834575260804769,0.8435171385991058
40,0.4,High-Risk,0.9192307692307692,0.926923076923077
40,0.4,Low-Risk,0.7567567567567568,0.777027027027027
40,0.5,Overall,0.7406855439642325,0.7317436661698957
40,0.5,High-Risk,0.8884615384615384,0.8846153846153846
40,0.5,Low-Risk,0.5472972972972973,0.5608108108108109
40,0.6,Overall,0.6274217585692996,0.6095380029806259
40,0.6,High-Risk,0.7961538461538461,0.7692307692307693
40,0.6,Low-Risk,0.3918918918918919,0.42567567567567566
40,0.7,Overall,0.4798807749627422,0.4098360655737705
40,0.7,High-Risk,0.6384615384615384,0.5846153846153846
40,0.7,Low-Risk,0.25,0.21621621621621623
41,0.3,Overall,0.9016393442622951,0.9180327868852459
41,0.3,High-Risk,0.9761904761904762,0.9931972789115646
41,0.3,Low-Risk,0.777027027027027,0.7905405405405406
41,0.4,Overall,0.819672131147541,0.8360655737704918
41,0.4,High-Risk,0.9421768707482994,0.9523809523809523
41,0.4,Low-Risk,0.6351351351351351,0.668918918918919
41,0.5,Overall,0.7272727272727273,0.7332339791356185
41,0.5,High-Risk,0.8945578231292517,0.9013605442176871
41,0.5,Low-Risk,0.4864864864864865,0.4797297297297297
41,0.6,Overall,0.6438152011922503,0.6080476900149031
41,0.6,High-Risk,0.8503401360544217,0.8163265306122449
41,0.6,Low-Risk,0.3581081081081081,0.33783783783783783
41,0.7,Overall,0.5171385991058122,0.46497764530551416
41,0.7,High-Risk,0.7210884353741497,0.6632653061224489
41,0.7,Low-Risk,0.20945945945945946,0.1891891891891892
42,0.3,Overall,0.8956780923994039,0.9195230998509687
42,0.3,High-Risk,0.9835390946502057,0.9917695473251029
42,0.3,Low-Risk,0.7619047619047619,0.8214285714285714
42,0.4,Overall,0.8211624441132638,0.8375558867362146
42,0.4,High-Risk,0.9176954732510288,0.9629629629629629
42,0.4,Low-Risk,0.6666666666666666,0.6666666666666666
42,0.5,Overall,0.706408345752608,0.7123695976154992
42,0.5,High-Risk,0.8559670781893004,0.8683127572016461
42,0.5,Low-Risk,0.4880952380952381,0.47619047619047616
42,0.6,Overall,0.5842026825633383,0.5394932935916542
42,0.6,High-Risk,0.7736625514403292,0.7283950617283951
42,0.6,Low-Risk,0.2916666666666667,0.2619047619047619
42,0.7,Overall,0.4366616989567809,0.3889716840536513
42,0.7,High-Risk,0.5967078189300411,0.5473251028806584
42,0.7,Low-Risk,0.15476190476190477,0.125
43,0.3,Overall,0.9210134128166915,0.9344262295081968
43,0.3,High-Risk,0.9873949579831933,0.9915966386554622
43,0.3,Low-Risk,0.864516129032258,0.8903225806451613
43,0.4,Overall,0.8360655737704918,0.8405365126676602
43,0.4,High-Risk,0.9537815126050421,0.957983193277311
43,0.4,Low-Risk,0.7419354838709677,0.7419354838709677
43,0.5,Overall,0.7600596125186289,0.7466467958271237
43,0.5,High-Risk,0.9159663865546218,0.9243697478991597
43,0.5,Low-Risk,0.6,0.5741935483870968
43,0.6,Overall,0.624441132637854,0.5767511177347243
43,0.6,High-Risk,0.819327731092437,0.8025210084033614
43,0.6,Low-Risk,0.38064516129032255,0.38064516129032255
43,0.7,Overall,0.4828614008941878,0.43517138599105815
43,0.7,High-Risk,0.7058823529411765,0.6134453781512605
43,0.7,Low-Risk,0.2129032258064516,0.22580645161290322
44,0.3,Overall,0.9269746646795827,0.9463487332339792
44,0.3,High-Risk,0.9727626459143969,0.9883268482490273
44,0.3,Low-Risk,0.8333333333333334,0.8913043478260869
44,0.4,Overall,0.8554396423248882,0.8718330849478391
44,0.4,High-Risk,0.933852140077821,0.9494163424124513
44,0.4,Low-Risk,0.7391304347826086,0.7681159420289855
44,0.5,Overall,0.7779433681073026,0.7660208643815202
44,0.5,High-Risk,0.8832684824902723,0.8754863813229572
44,0.5,Low-Risk,0.6304347826086957,0.6014492753623188
44,0.6,Overall,0.65424739195231,0.6154992548435171
44,0.6,High-Risk,0.7821011673151751,0.7626459143968871
44,0.6,Low-Risk,0.4420289855072464,0.41304347826086957
44,0.7,Overall,0.4992548435171386,0.45901639344262296
44,0.7,High-Risk,0.6264591439688716,0.5719844357976653
44,0.7,Low-Risk,0.2391304347826087,0.2608695652173913
45,0.3,Overall,0.8912071535022354,0.9150521609538003
45,0.3,High-Risk,0.9641434262948207,0.9721115537848606
45,0.3,Low-Risk,0.7884615384615384,0.8397435897435898
45,0.4,Overall,0.812220566318927,0.8181818181818182
45,0.4,High-Risk,0.9362549800796812,0.9282868525896414
45,0.4,Low-Risk,0.6474358974358975,0.7051282051282052
45,0.5,Overall,0.7287630402384501,0.7257824143070045
45,0.5,High-Risk,0.8804780876494024,0.8764940239043825
45,0.5,Low-Risk,0.5256410256410257,0.5256410256410257
45,0.6,Overall,0.5961251862891207,0.5588673621460507
45,0.6,High-Risk,0.7689243027888446,0.7211155378486056
45,0.6,Low-Risk,0.3525641025641026,0.32051282051282054
45,0.7,Overall,0.45603576751117736,0.4143070044709389
45,0.7,High-Risk,0.5936254980079682,0.5378486055776892
45,0.7,Low-Risk,0.23717948717948717,0.20512820512820512
46,0.3,Overall,0.9254843517138599,0.9374068554396423
46,0.3,High-Risk,0.976,0.992
46,0.3,Low-Risk,0.8490566037735849,0.8553459119496856
46,0.4,Overall,0.8464977645305514,0.849478390461997
46,0.4,High-Risk,0.94,0.952
46,0.4,Low-Risk,0.710691823899371,0.6918238993710691
46,0.5,Overall,0.7377049180327869,0.7421758569299552
46,0.5,High-Risk,0.864,0.888
46,0.5,Low-Risk,0.5408805031446541,0.5471698113207547
46,0.6,Overall,0.61698956780924,0.5588673621460507
46,0.6,High-Risk,0.752,0.708
46,0.6,Low-Risk,0.389937106918239,0.34591194968553457
46,0.7,Overall,0.46050670640834573,0.37853949329359166
46,0.7,High-Risk,0.568,0.504
46,0.7,Low-Risk,0.2389937106918239,0.1509433962264151
47,0.3,Overall,0.9180327868852459,0.9433681073025335
47,0.3,High-Risk,0.9716312056737588,0.9964539007092199
47,0.3,Low-Risk,0.8205128205128205,0.8717948717948718
47,0.4,Overall,0.827123695976155,0.856929955290611
47,0.4,High-Risk,0.9361702127659575,0.9468085106382979
47,0.4,Low-Risk,0.717948717948718,0.7564102564102564
47,0.5,Overall,0.7287630402384501,0.7347242921013413
47,0.5,High-Risk,0.8936170212765957,0.8936170212765957
47,0.5,Low-Risk,0.5256410256410257,0.5384615384615384
47,0.6,Overall,0.6154992548435171,0.5663189269746647
47,0.6,High-Risk,0.8085106382978723,0.7872340425531915
47,0.6,Low-Risk,0.38461538461538464,0.32051282051282054
47,0.7,Overall,0.46646795827123694,0.4008941877794337
47,0.7,High-Risk,0.6879432624113475,0.5851063829787234
47,0.7,Low-Risk,0.21794871794871795,0.1858974358974359
48,0.3,Overall,0.8941877794336811,0.9165424739195231
48,0.3,High-Risk,0.9553264604810997,0.979381443298969
48,0.3,Low-Risk,0.8104575163398693,0.8300653594771242
48,0.4,Overall,0.812220566318927,0.827123695976155
48,0.4,High-Risk,0.9106529209621993,0.9381443298969072
48,0.4,Low-Risk,0.7124183006535948,0.6928104575163399
48,0.5,Overall,0.7108792846497765,0.6944858420268256
48,0.5,High-Risk,0.8625429553264605,0.8694158075601375
48,0.5,Low-Risk,0.5163398692810458,0.47058823529411764
48,0.6,Overall,0.5827123695976155,0.526080476900149
48,0.6,High-Risk,0.7766323024054983,0.7285223367697594
48,0.6,Low-Risk,0.35947712418300654,0.29411764705882354
48,0.7,Overall,0.4232488822652757,0.3591654247391952
48,0.7,High-Risk,0.6357388316151202,0.5567010309278351
48,0.7,Low-Risk,0.1895424836601307,0.13071895424836602
49,0.3,Overall,0.9135618479880775,0.9225037257824144
49,0.3,High-Risk,0.9769230769230769,0.9884615384615385
49,0.3,Low-Risk,0.7908496732026143,0.8104575163398693
49,0.4,Overall,0.8479880774962743,0.8628912071535022
49,0.4,High-Risk,0.9461538461538461,0.9576923076923077
49,0.4,Low-Risk,0.6666666666666666,0.6862745098039216
49,0.5,Overall,0.7645305514157973,0.7555886736214605
49,0.5,High-Risk,0.8807692307692307,0.9038461538461539
49,0.5,Low-Risk,0.5555555555555556,0.5163398692810458
49,0.6,Overall,0.6095380029806259,0.5707898658718331
49,0.6,High-Risk,0.7615384615384615,0.7192307692307692
49,0.6,Low-Risk,0.35294117647058826,0.2875816993464052
49,0.7,Overall,0.4873323397913562,0.4247391952309985
49,0.7,High-Risk,0.6269230769230769,0.5576923076923077
49,0.7,Low-Risk,0.24183006535947713,0.19607843137254902
50,0.3,Overall,0.9239940387481371,0.9448584202682563
50,0.3,High-Risk,0.969811320754717,0.9735849056603774
50,0.3,Low-Risk,0.8356164383561644,0.8904109589041096
50,0.4,Overall,0.8614008941877794,0.8599105812220567
50,0.4,High-Risk,0.9207547169811321,0.9283018867924528
50,0.4,Low-Risk,0.7191780821917808,0.7191780821917808
50,0.5,Overall,0.7719821162444114,0.7511177347242921
50,0.5,High-Risk,0.8716981132075472,0.8528301886792453
50,0.5,Low-Risk,0.589041095890411,0.5547945205479452
50,0.6,Overall,0.6512667660208644,0.587183308494784
50,0.6,High-Risk,0.7924528301886793,0.7094339622641509
50,0.6,Low-Risk,0.3767123287671233,0.3835616438356164
50,0.7,Overall,0.4947839046199702,0.4277198211624441
50,0.7,High-Risk,0.6150943396226415,0.539622641509434
50,0.7,Low-Risk,0.2465753424657534,0.21232876712328766
