seed,Group,Model,ROC,PR,Rec,F1
18,Clear,S,0.8952215538422434,0.909293633722455,0.8402948402948403,0.8691232528589581
18,Clear,M,0.8890790476997374,0.89632280487839,0.8353808353808354,0.8651399491094147
19,Marginal,S,0.666415844777082,0.6892875686024238,0.6177474402730375,0.6441281138790036
19,Marginal,M,0.6210260406868937,0.6177033242845631,0.6313993174061433,0.625
19,Clear,S,0.8977103036336486,0.9225331472833758,0.8015873015873016,0.8475524475524475
19,Clear,M,0.8802610475084344,0.9026169937325113,0.798941798941799,0.84593837535014
20,Marginal,S,0.6557854729729728,0.6810998339557575,0.5777027027027027,0.6184448462929476
20,Marginal,M,0.6161458333333332,0.6291950949959624,0.6351351351351351,0.6438356164383562
20,Clear,S,0.8908615725359912,0.8932456809871039,0.8613333333333333,0.8682795698924731
20,Clear,M,0.8791317829457366,0.8738151809019463,0.8586666666666667,0.8667563930013459
21,Marginal,S,0.6105637287983083,0.6108306602978202,0.5483870967741935,0.5828571428571429
21,Marginal,M,0.5807501387201751,0.5860082885408203,0.5770609318996416,0.5908256880733945
21,Clear,S,0.8918688336261658,0.9062221118027672,0.8443877551020408,0.8608582574772432
21,Clear,M,0.8882027976753616,0.9035135649326548,0.8443877551020408,0.8608582574772432
22,Marginal,S,0.6552336552336552,0.6733803093416023,0.6048951048951049,0.6245487364620939
22,Marginal,M,0.6066294816294816,0.5958917793618047,0.5979020979020979,0.6031746031746031
22,Clear,S,0.8849773064305936,0.9021060209972109,0.825974025974026,0.8525469168900804
22,Clear,M,0.8801689659821148,0.898525597987139,0.8285714285714286,0.8518024032042724
23,Marginal,S,0.6492498406997624,0.6623195488825661,0.6395759717314488,0.6557971014492754
23,Marginal,M,0.5982737646990673,0.6072414577835583,0.5971731448763251,0.609009009009009
23,Clear,S,0.900725467735777,0.9115474704159271,0.8737113402061856,0.8851174934725848
23,Clear,M,0.8993717241139921,0.9082278429055748,0.8711340206185567,0.8836601307189542
24,Marginal,S,0.608505315822389,0.6158823170563027,0.5679442508710801,0.6059479553903345
24,Marginal,M,0.5937192888412401,0.6152893644959736,0.6167247386759582,0.6232394366197183
24,Clear,S,0.8740244978284474,0.8905402630727774,0.8177083333333334,0.839572192513369
24,Clear,M,0.8603335369163951,0.8751836491099976,0.8151041666666666,0.835781041388518
25,Marginal,S,0.6879236262406198,0.7100468652139982,0.5882352941176471,0.631163708086785
25,Marginal,M,0.6471798595981602,0.6409392812297565,0.6213235294117647,0.6282527881040892
25,Clear,S,0.8870498393635095,0.9059262963700986,0.8421052631578947,0.8452830188679246
25,Clear,M,0.8672183815242804,0.8947475453675791,0.8446115288220551,0.8467336683417085
26,Marginal,S,0.6641497309020806,0.7291237272854831,0.5796610169491525,0.6416510318949343
26,Marginal,M,0.6081452325487992,0.6728333042834224,0.6169491525423729,0.6385964912280702
26,Clear,S,0.8947372662798194,0.9003051683992902,0.8324468085106383,0.855191256830601
26,Clear,M,0.8842440361057383,0.8935158335824835,0.8271276595744681,0.8497267759562842
27,Marginal,S,0.6589818358544438,0.6774692433221352,0.6129032258064516,0.6428571428571429
27,Marginal,M,0.6309003098232185,0.6467156463249751,0.5949820788530465,0.6091743119266055
27,Clear,S,0.8856641017062562,0.897162519319908,0.8392857142857143,0.8545454545454545
27,Clear,M,0.8723235195717629,0.8896805156271466,0.8392857142857143,0.8534370946822308
28,Marginal,S,0.6670400796614389,0.7028493543990645,0.6181229773462783,0.6541095890410958
28,Marginal,M,0.6375542831853511,0.6593770613908952,0.6213592233009708,0.6421404682274248
28,Clear,S,0.8873971961775873,0.8890225707857615,0.8729281767955801,0.8645690834473324
28,Clear,M,0.8765634279338457,0.8775516023131162,0.8701657458563536,0.8618331053351573
29,Marginal,S,0.6715246636771299,0.7108459324919687,0.6027397260273972,0.6470588235294118
29,Marginal,M,0.6448491922108238,0.6809042618050286,0.6506849315068494,0.6643356643356644
29,Clear,S,0.8815983803786861,0.8867877738246894,0.8311345646437994,0.8422459893048129
29,Clear,M,0.8770100064718475,0.884135737440972,0.8311345646437994,0.84
30,Marginal,S,0.6112614237614238,0.6394615777314863,0.5520833333333334,0.5910780669144982
30,Marginal,M,0.6006493506493507,0.6431051439023439,0.5972222222222222,0.6056338028169014
30,Clear,S,0.8895729807125412,0.9068748757068192,0.8198433420365535,0.854421768707483
30,Clear,M,0.8720963530699908,0.8880442551623994,0.8198433420365535,0.8521031207598372
31,Marginal,S,0.62874329166464,0.6368100181761522,0.550561797752809,0.5915492957746479
31,Marginal,M,0.5914360296382769,0.6012095849525982,0.5617977528089888,0.5893909626719057
31,Clear,S,0.8893963589907378,0.9095145023451081,0.844059405940594,0.8567839195979899
31,Clear,M,0.8851724688597893,0.903452265061767,0.8415841584158416,0.8542713567839196
32,Marginal,S,0.6746688741721855,0.7178057365745405,0.5927152317880795,0.6381461675579323
32,Marginal,M,0.6306930405483908,0.679613707751974,0.5993377483443708,0.6252158894645942
32,Clear,S,0.8863087352918257,0.8927265013667742,0.8482384823848238,0.8610729023383769
32,Clear,M,0.87263738452081,0.8741002893569796,0.8455284552845529,0.8583218707015131
33,Marginal,S,0.6481820667031165,0.6646138721855523,0.5796610169491525,0.6206896551724138
33,Marginal,M,0.6045790049207218,0.6316361049158723,0.5694915254237288,0.5946902654867257
33,Clear,S,0.8929180887372012,0.9066857498726856,0.851063829787234,0.8731241473396999
