row_id,success_count,credit_score,loan_amount,num_investors,interest_rate,total_count,success_rate,loan_purpose,social_insurance,months_of_service,loan_year,age,bank_loan
4038,1.0230033,-0.64408623,-0.7315153,-0.50492201,-1.3219458,0.62109893,0.96142934,5.1993376,-5.1993376,0.51635627,0.69910809,-1.0230033,-5.1993376
4039,1.4181186,-0.9165865,0.2239158,0.25360621,1.6022103,2.7474533,-1.7986626,-5.1993376,5.1993376,-0.17018472,-1.1694007,1.3494976,-5.1993376
4040,2.483413,-0.42660141,0.2239158,0.29267606,-0.97143575,2.8778461,-1.0145711,5.1993376,-5.1993376,1.0187781,0.69910809,0.29922973,1.7986626
4041,-5.1993376,1.88404,0.55253687,0.95151828,-2.0431151,-5.1993376,0.25360621,5.1993376,-5.1993376,-0.28744217,0.69910809,-1.2502419,-5.1993376
4042,1.0230033,0.68001258,0.91087287,0.91467864,-0.26398459,0.29660674,1.761948,5.1993376,5.1993376,-5.1993376,0.18547963,1.464186,0.90265377
4043,-5.1993376,0.16636735,0.2239158,-0.98357337,-0.69112102,-5.1993376,0.25360621,5.1993376,5.1993376,-5.1993376,0.69910809,-0.36553148,-5.1993376
4044,-5.1993376,-2.456904,-1.3041214,-1.505747,2.9674304,1.7444475,-2.651732,5.1993376,5.1993376,-5.1993376,-5.1993376,-0.17527843,-5.1993376
4045,1.4181186,0.82493339,2.0042336,1.6640817,-0.26398459,1.2612822,0.25360621,-5.1993376,5.1993376,1.2668604,0.18547963,-0.17527843,-5.1993376
4046,2.1079532,-0.79188381,-0.1422445,-0.13591068,0.63946185,1.5843543,0.96142934,5.1993376,-5.1993376,-0.45564031,-0.21363612,0.58052362,-5.1993376
4047,1.7679033,1.0640914,1.649237,1.358913,0.63946185,1.5843543,0.25360621,5.1993376,5.1993376,0.37628274,-0.60746322,0.98561042,1.0315088
4048,-5.1993376,0.39520352,0.2239158,0.47100434,-0.26398459,-5.1993376,0.25360621,5.1993376,-5.1993376,0.93779777,-0.60746322,0.45146888,1.8558261
4049,0.51349142,1.7109676,-5.1993376,-1.059682,-2.6965111,-0.1422445,1.2447784,5.1993376,5.1993376,-5.1993376,2.1196682,-1.6691125,-5.1993376
4050,-5.1993376,-0.74635093,-0.7315153,-0.44869228,-1.6299924,-5.1993376,0.25360621,5.1993376,5.1993376,-5.1993376,1.3781138,1.2339616,0.49213682
4051,0.51349142,0.44314942,0.2239158,1.4568958,-0.26398459,-0.1422445,1.2447784,-5.1993376,-5.1993376,-1.0552931,-0.60746322,-0.36553148,-5.1993376
4052,-5.1993376,-1.4496823,-5.1993376,-0.98357337,-0.97143575,-5.1993376,0.25360621,5.1993376,5.1993376,-0.17018472,0.18547963,-2.4320167,0.19911152
4053,0.51349142,-1.215372,0.2239158,-1.505747,1.3684503,0.62109893,-0.36687305,5.1993376,5.1993376,0.0062728847,-1.1694007,-0.001254569,-5.1993376
4054,0.51349142,-0.9165865,-0.7315153,-0.34149266,-0.26398459,-0.1422445,1.2447784,5.1993376,-5.1993376,-0.45564031,0.18547963,-0.001254569,-5.1993376
4055,1.0230033,1.873053,-0.7315153,-0.56279634,-0.26398459,0.29660674,1.761948,5.1993376,5.1993376,-5.1993376,0.18547963,-0.79704409,-5.1993376
4056,-5.1993376,-0.31237604,0.91087287,-0.6150245,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,1.2557429,-0.60746322,0.45146888,1.1211041
4057,1.0230033,0.73315571,-0.1422445,-0.089192496,-0.26398459,0.87535389,0.25360621,5.1993376,-5.1993376,1.5376912,0.18547963,1.464186,1.8475469
4058,-5.1993376,1.873053,-1.1644437,-0.72008693,0.63946185,-5.1993376,0.25360621,5.1993376,5.1993376,-5.1993376,0.18547963,-2.1079532,-5.1993376
4059,1.4181186,-1.337127,0.11820414,-0.50492201,0.63946185,2.2899878,-1.1768904,-5.1993376,5.1993376,-0.45564031,-1.1694007,-0.57311539,-5.1993376
4060,1.4181186,-0.49213682,-0.7315153,-0.6150245,-1.3219458,0.62109893,2.1696941,5.1993376,-5.1993376,2.2786252,2.1196682,1.5669896,1.5076125
4061,0.51349142,-1.057485,-0.1422445,0.25360621,0.63946185,-0.1422445,1.2447784,5.1993376,-5.1993376,0.29791798,1.3781138,-0.79704409,-5.1993376
4062,0.51349142,-0.66898742,0.2239158,-0.041412601,-0.26398459,1.5843543,-1.5215251,-5.1993376,-5.1993376,-0.17018472,-0.60746322,-0.17527843,-5.1993376
4063,-5.1993376,-0.42660141,-0.1422445,0.05146002,-1.3219458,-5.1993376,0.25360621,5.1993376,-5.1993376,0.56132709,0.69910809,2.3863399,1.0889381
4064,0.51349142,0.61805886,-0.7315153,0.17400458,1.3684503,-0.1422445,1.2447784,5.1993376,-5.1993376,0.56132709,-0.60746322,-1.2502419,-5.1993376
4065,1.4181186,0.19570018,0.55253687,0.0062728847,-0.83733836,0.62109893,2.1696941,-5.1993376,-5.1993376,0.26658359,0.69910809,-0.79704409,-5.1993376
4066,-5.1993376,-0.69112102,-1.3159579,-1.2529876,0.63946185,-0.1422445,-0.67055744,5.1993376,5.1993376,-1.0552931,1.3781138,-2.1079532,-5.1993376
4067,-5.1993376,-0.085414417,1.649237,0.91467864,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,1.0685216,-0.60746322,1.464186,1.1352842
4068,-5.1993376,0.33485067,0.2239158,0.29267606,0.17400458,-0.1422445,-0.67055744,5.1993376,5.1993376,0.98969684,0.18547963,-0.36553148,0.90356853
4069,-5.1993376,1.3978365,1.2640664,1.3249577,0.63946185,-5.1993376,0.25360621,5.1993376,5.1993376,-0.36017172,0.18547963,-0.17527843,-5.1993376
4070,-5.1993376,-2.1566011,0.55253687,-0.90518882,1.6022103,0.29660674,-1.1768904,-5.1993376,-5.1993376,1.6896701,-1.1694007,0.29922973,1.5552421
4071,-5.1993376,-0.97143575,0.55253687,1.123415,0.30448193,-5.1993376,0.25360621,5.1993376,-5.1993376,-0.36017172,0.69910809,0.29922973,-5.1993376
4072,0.51349142,-1.6067551,1.0841952,-0.041412601,1.2023467,0.29660674,0.25360621,-5.1993376,-5.1993376,-0.78332986,-1.1694007,-0.17527843,-5.1993376
4073,-5.1993376,-0.036390523,-0.1422445,-0.041412601,-0.69112102,-5.1993376,0.25360621,5.1993376,5.1993376,1.9682216,1.3781138,-0.57311539,-5.1993376
4074,0.51349142,-0.42660141,-0.1422445,0.05146002,-0.26398459,-0.1422445,1.2447784,5.1993376,5.1993376,-0.28744217,0.69910809,-1.2502419,-5.1993376
4075,-5.1993376,1.0124743,-0.7315153,-0.98357337,-0.69112102,-5.1993376,0.25360621,5.1993376,5.1993376,1.5295582,-1.1694007,-1.873053,-5.1993376
4076,-5.1993376,0.62872436,0.55253687,0.78845531,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,-0.55985906,-0.60746322,-0.36553148,-5.1993376
4077,1.0230033,0.035135151,1.2640664,0.71359852,0.30448193,0.29660674,1.761948,5.1993376,-5.1993376,-0.78332986,-0.21363612,-0.79704409,-5.1993376
4078,0.51349142,0.78162595,-0.1422445,0.25360621,-0.83733836,0.87535389,-0.67055744,5.1993376,5.1993376,-0.78332986,0.18547963,-0.79704409,-5.1993376
4079,0.51349142,1.2724784,-5.1993376,-0.98357337,-0.69112102,0.62109893,-0.36687305,5.1993376,5.1993376,-0.11441489,0.18547963,-0.79704409,-5.1993376
4080,-5.1993376,0.016310116,1.0841952,1.0230033,0.30448193,-5.1993376,0.25360621,5.1993376,5.1993376,0.06025574,-0.21363612,1.2339616,-5.1993376
4081,1.0230033,-1.228354,0.55253687,0.17400458,-0.26398459,0.29660674,1.761948,5.1993376,-5.1993376,0.34948301,0.18547963,1.2339616,0.82317161
4082,-5.1993376,-0.73315571,-0.1422445,0.32954771,-0.83733836,-5.1993376,0.25360621,-5.1993376,-5.1993376,-0.92233022,0.18547963,-1.2502419,0.46623487
4083,0.51349142,1.0124743,-0.1422445,0.36821529,-0.69112102,0.62109893,-0.36687305,5.1993376,-5.1993376,0.37628274,0.69910809,-0.79704409,-5.1993376
4084,-5.1993376,0.18803291,-0.1422445,0.43900121,0.30448193,-0.1422445,-0.67055744,5.1993376,-5.1993376,0.56132709,-0.21363612,-0.17527843,0.43348197
4085,-5.1993376,0.046435725,0.11820414,0.13337869,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,-5.1993376,0.69910809,0.29922973,-5.1993376
4086,-5.1993376,0.30185479,-0.1422445,0.13337869,1.3684503,-5.1993376,0.25360621,5.1993376,5.1993376,-0.78332986,-1.1694007,-0.79704409,-5.1993376
4087,0.51349142,0.0075274833,0.55253687,0.25360621,-1.3219458,0.87535389,-0.67055744,-5.1993376,-5.1993376,0.58796385,-0.21363612,-0.001254569,0.80222568
4088,-5.1993376,0.78162595,0.91087287,0.47100434,0.63946185,-5.1993376,0.25360621,5.1993376,5.1993376,-0.55985906,0.18547963,-2.1079532,-5.1993376
4089,-5.1993376,-0.058998939,-0.7315153,-0.18547963,-2.3863399,-0.1422445,-0.67055744,5.1993376,-5.1993376,-0.65804298,1.3781138,-0.36553148,-5.1993376
4090,-5.1993376,-0.8901723,0.91087287,0.21235277,-1.3219458,-5.1993376,0.25360621,5.1993376,-5.1993376,1.1570615,1.3781138,0.85167519,-5.1993376
4091,1.7679033,2.336277,1.2640664,0.75299744,-0.97143575,0.87535389,2.5423492,-5.1993376,5.1993376,0.81440074,-0.60746322,0.45146888,-5.1993376
4092,-5.1993376,1.4532796,-5.1993376,-0.77822491,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,-1.0552931,0.18547963,-1.873053,-5.1993376
4093,-5.1993376,-0.33617787,-0.1422445,0.29267606,-0.26398459,-0.1422445,-0.67055744,5.1993376,5.1993376,-0.17018472,0.69910809,-0.001254569,0.19236589
4094,-5.1993376,0.83023416,-0.48083942,0.0062728847,-0.26398459,-5.1993376,0.25360621,-5.1993376,-5.1993376,-0.78332986,-0.21363612,-0.79704409,-5.1993376
4095,-5.1993376,0.53943086,-0.7315153,-1.505747,1.2023467,0.29660674,-1.1768904,-5.1993376,5.1993376,-5.1993376,-1.1694007,-0.001254569,-5.1993376
4096,-5.1993376,0.035135151,1.0841952,0.21235277,0.17400458,-5.1993376,0.25360621,-5.1993376,-5.1993376,0.56132709,-0.21363612,-1.2502419,-5.1993376
4097,1.7679033,0.25101592,-0.7315153,-0.66428721,0.30448193,1.8803524,-0.31633038,5.1993376,5.1993376,0.0062728847,-1.1694007,-0.17527843,-5.1993376
4098,1.0230033,-0.15365993,-0.7315153,-0.13591068,1.6022103,0.29660674,1.761948,5.1993376,-5.1993376,1.8952593,-0.60746322,0.45146888,1.2904061
4099,1.7679033,0.65027359,1.2640664,1.2075323,-0.26398459,1.5843543,0.25360621,5.1993376,-5.1993376,0.22262957,-0.21363612,-0.57311539,2.0617154
4100,-5.1993376,0.87719565,-0.1422445,1.057485,-0.69112102,-0.1422445,-0.67055744,5.1993376,-5.1993376,-0.11441489,0.18547963,-0.001254569,0.63723932
4101,1.0230033,-0.14604751,-0.7315153,-0.50492201,1.8379752,0.62109893,0.96142934,5.1993376,-5.1993376,-0.92233022,-1.1694007,0.71036555,-5.1993376
4102,-5.1993376,-0.42660141,0.55253687,0.29267606,0.63946185,-5.1993376,0.25360621,5.1993376,5.1993376,-5.1993376,0.69910809,-0.57311539,-5.1993376
4103,-5.1993376,0.48789301,1.649237,1.9264032,-0.26398459,-5.1993376,0.25360621,5.1993376,5.1993376,0.56132709,1.3781138,-0.001254569,1.1352842
4104,0.51349142,1.2502419,-5.1993376,-0.72008693,-1.0819398,-0.1422445,1.2447784,5.1993376,-5.1993376,-0.78332986,0.18547963,-1.2502419,0.40199502
4105,-5.1993376,-1.0013826,-0.43348197,0.0062728847,0.63946185,0.87535389,-1.7986626,5.1993376,5.1993376,-5.1993376,-0.60746322,0.71036555,-5.1993376
4106,-5.1993376,-0.81265408,0.13811333,-0.089192496,2.1440107,0.62109893,-1.5215251,-5.1993376,-5.1993376,0.14858402,-0.60746322,-0.17527843,-5.1993376
4107,1.7679033,0.20722283,0.55253687,-0.29005812,0.63946185,1.7444475,-0.27439149,5.1993376,-5.1993376,2.1440107,-0.21363612,1.5669896,1.3523097
4108,-5.1993376,-1.1140325,0.2239158,0.43900121,0.63946185,-5.1993376,0.25360621,5.1993376,5.1993376,0.45842568,0.69910809,-1.2502419,-5.1993376
4109,1.0230033,-0.085414417,1.0841952,0.092971849,0.30448193,0.62109893,0.96142934,5.1993376,-5.1993376,0.22262957,-0.21363612,-0.17527843,-5.1993376
4110,0.51349142,1.2724784,-0.7315153,-0.72008693,0.63946185,0.62109893,-0.36687305,5.1993376,5.1993376,-5.1993376,0.18547963,-1.4678604,-5.1993376
4111,2.483413,0.94169982,1.374233,0.91467864,-0.83733836,2.2899878,-0.28617106,5.1993376,-5.1993376,0.06025574,0.18547963,-0.79704409,1.1118256
